Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	Col0	xrn4	delta_prop	diff	Change	Degradation_Tag
AT1G77540.1	-0.1692726567795	0.038173742171976	-4.43426939954987	9.23850449874308e-06	xrn4 - Col0	0.00347499747788436	Seedling	0.291016628145865	0.259647825899287	0.0313688022465781	significant	decrease	5'_truncated
AT2G18350.1	0.410484725497266	0.111866282425197	3.6694231416133	0.000243098410547038	xrn4 - Col0	0.0492367780746424	Seedling	0.0992814966776099	0.142728058994173	0.0434465623165636	significant	increase	5'_truncated
AT2G24940.1	-0.913532197664167	0.195316786838064	-4.6771821943885	2.90843829375831e-06	xrn4 - Col0	0.00127631967124427	Seedling	0.0797643372151933	0.0331400521754975	0.0466242850396958	significant	decrease	5'_truncated
AT2G25610.1	-0.85076519784184	0.207688725919367	-4.09634752235969	4.1971971529442e-05	xrn4 - Col0	0.0116328632670548	Seedling	0.235246234541834	0.120989778828919	0.114256455712915	significant	decrease	5'_truncated
AT2G38780.2	-1.00911413499682	0.263905188982118	-3.82377526902359	0.000131423712549594	xrn4 - Col0	0.0300903160993984	Seedling	0.972009365687526	0.92509931869917	0.0469100469883569	significant	decrease	5'_truncated
AT3G02560.1	-0.431988286588711	0.102193431864379	-4.2271629272809	2.3665631141645e-05	xrn4 - Col0	0.00733077727011191	Seedling	0.12812988994921	0.0884766540531535	0.039653235896056	significant	decrease	5'_truncated
AT3G12930.1	-0.86925566574106	0.158453871586992	-5.48585943047679	4.11464005090068e-08	xrn4 - Col0	4.33353890160859e-05	Seedling	0.36431584490452	0.201561161561521	0.162754683342999	significant	decrease	5'_truncated
AT3G13350.1	0.412940244589781	0.109694414856345	3.76446006964498	0.000166909335790111	xrn4 - Col0	0.0366226900946135	Seedling	0.436153085593274	0.530968030328442	0.0948149447351687	significant	increase	5'_truncated
AT3G17210.1	-0.689333101568818	0.144991646202144	-4.75429529648739	1.99139794676562e-06	xrn4 - Col0	0.00104867015876677	Seedling	0.0527681287568263	0.0279819642203847	0.0247861645364416	significant	decrease	5'_truncated
AT4G08685.1	-0.660564720306019	0.0867585626952354	-7.61382738239272	2.66453525910038e-14	xrn4 - Col0	7.01572133721129e-11	Seedling	0.230377216198526	0.136628386945185	0.0937488292533407	significant	decrease	5'_truncated
